Date,Open,High,Low,Close,Adj Close,Volume,Currency
9/1/2019,9630.592773,9796.755859,9582.944336,9757.970703,9757.970703,11445355859,Bitcoin
9/2/2019,9757.473633,10396.5918,9730.650391,10346.76074,10346.76074,17248102294,Bitcoin
9/3/2019,10345.72559,10736.10449,10308.54785,10623.54004,10623.54004,19384917989,Bitcoin
9/4/2019,10621.18066,10762.64453,10434.70996,10594.49316,10594.49316,16742664769,Bitcoin
9/5/2019,10588.18359,10627.26953,10516.41797,10575.5332,10575.5332,14551239508,Bitcoin
9/6/2019,10578.19824,10898.76172,10292.29981,10353.30273,10353.30273,19536574783,Bitcoin
9/7/2019,10353.93164,10558.67383,10348.91895,10517.25488,10517.25488,15307366476,Bitcoin
9/8/2019,10518.11426,10595.6377,10409.09082,10441.27637,10441.27637,13670567493,Bitcoin
9/9/2019,10443.22852,10450.31152,10144.92969,10334.97461,10334.97461,17595943368,Bitcoin
9/10/2019,10336.4082,10394.35352,10020.57324,10115.97559,10115.97559,14906809639,Bitcoin
9/11/2019,10123.03516,10215.94824,9980.776367,10178.37207,10178.37207,15428063426,Bitcoin
9/12/2019,10176.81934,10442.25391,10099.24219,10410.12695,10410.12695,15323563925,Bitcoin
9/13/2019,10415.36231,10441.48926,10226.59668,10360.54688,10360.54688,14109864675,Bitcoin
9/14/2019,10345.40332,10422.13379,10291.69434,10358.04883,10358.04883,13468713124,Bitcoin
9/15/2019,10356.46582,10387.03516,10313.09277,10347.71289,10347.71289,12043433567,Bitcoin
9/16/2019,10347.22266,10386.86719,10189.74414,10276.79395,10276.79395,15160167779,Bitcoin
9/17/2019,10281.51367,10296.77148,10199.73926,10241.27246,10241.27246,15304603363,Bitcoin
9/18/2019,10247.7959,10275.92871,10191.46973,10198.24805,10198.24805,16169268880,Bitcoin
9/19/2019,10200.49609,10295.66895,9851.692383,10266.41504,10266.41504,19937691247,Bitcoin
9/20/2019,10266.31836,10285.87207,10132.18652,10181.6416,10181.6416,14734189639,Bitcoin
9/21/2019,10183.64844,10188.09766,10000.70801,10019.7168,10019.7168,13425266806,Bitcoin
9/22/2019,10024.11523,10074.44434,9922.533203,10070.39258,10070.39258,13199651698,Bitcoin
9/23/2019,10067.96289,10074.23828,9727.143555,9729.324219,9729.324219,15144925408,Bitcoin
9/24/2019,9729.321289,9804.317383,8370.801758,8620.566406,8620.566406,25002886689,Bitcoin
9/25/2019,8603.428711,8744.828125,8325.396484,8486.993164,8486.993164,21744728353,Bitcoin
9/26/2019,8487.669922,8515.685547,7895.629395,8118.967773,8118.967773,19258205289,Bitcoin
9/27/2019,8113.101074,8271.520508,7965.922852,8251.845703,8251.845703,16408941156,Bitcoin
9/28/2019,8251.273438,8285.617188,8125.431641,8245.915039,8245.915039,14141152736,Bitcoin
9/29/2019,8246.037109,8261.707031,7990.49707,8104.185547,8104.185547,13034629109,Bitcoin
9/30/2019,8104.226563,8314.231445,7830.758789,8293.868164,8293.868164,17115474183,Bitcoin
10/1/2019,8299.720703,8497.692383,8232.679688,8343.276367,8343.276367,15305343413,Bitcoin
10/2/2019,8344.212891,8393.041992,8227.695313,8393.041992,8393.041992,13125712443,Bitcoin
10/3/2019,8390.774414,8414.227539,8146.437012,8259.992188,8259.992188,13668823409,Bitcoin
10/4/2019,8259.494141,8260.055664,8151.236816,8205.939453,8205.939453,13139456229,Bitcoin
10/5/2019,8210.149414,8215.526367,8071.120605,8151.500488,8151.500488,12200497197,Bitcoin
10/6/2019,8149.876953,8161.410156,7958.850586,7988.155762,7988.155762,13160830305,Bitcoin
10/7/2019,7989.120605,8308.450195,7905.766113,8245.623047,8245.623047,18009742607,Bitcoin
10/8/2019,8246.849609,8332.714844,8185.763184,8228.783203,8228.783203,15592264032,Bitcoin
10/9/2019,8229.84082,8627.706055,8169.298828,8595.740234,8595.740234,19384942333,Bitcoin
10/10/2019,8585.280273,8625.272461,8471.933594,8586.473633,8586.473633,17618660671,Bitcoin
10/11/2019,8585.262695,8721.780273,8316.181641,8321.756836,8321.756836,19604381101,Bitcoin
10/12/2019,8315.665039,8415.242188,8313.34082,8336.555664,8336.555664,14532641605,Bitcoin
10/13/2019,8336.902344,8470.988281,8276.612305,8321.005859,8321.005859,13808286059,Bitcoin
10/14/2019,8320.832031,8390.208984,8284.130859,8374.686523,8374.686523,15151387859,Bitcoin
10/15/2019,8373.458008,8410.714844,8182.706543,8205.369141,8205.369141,15220412632,Bitcoin
10/16/2019,8204.674805,8216.8125,7985.089844,8047.526855,8047.526855,16071646996,Bitcoin
10/17/2019,8047.8125,8134.831543,8000.942871,8103.911133,8103.911133,14313052244,Bitcoin
10/18/2019,8100.933594,8138.413574,7902.164063,7973.20752,7973.20752,15651592610,Bitcoin
10/19/2019,7973.803711,8082.629395,7944.776855,7988.560547,7988.560547,13797825640,Bitcoin
10/20/2019,7997.807129,8281.818359,7949.439453,8222.078125,8222.078125,15504249442,Bitcoin
10/21/2019,8225.115234,8296.694336,8196.416016,8243.720703,8243.720703,15868748866,Bitcoin
10/22/2019,8243.402344,8296.651367,8074.462891,8078.203125,8078.203125,16803377857,Bitcoin
10/23/2019,8076.228516,8092.999512,7469.322754,7514.671875,7514.671875,21942878958,Bitcoin
10/24/2019,7509.728027,7532.867676,7446.98877,7493.48877,7493.48877,16268708849,Bitcoin
10/25/2019,7490.703125,8691.540039,7479.984375,8660.700195,8660.700195,28705065488,Bitcoin
10/26/2019,8667.577148,10021.74414,8662.62207,9244.972656,9244.972656,44496255609,Bitcoin
10/27/2019,9241.707031,9749.529297,9112.541992,9551.714844,9551.714844,32593129501,Bitcoin
10/28/2019,9565.101563,9805.118164,9256.148438,9256.148438,9256.148438,30948255332,Bitcoin
10/29/2019,9248.44043,9516.180664,9232.648438,9427.6875,9427.6875,28426779937,Bitcoin
10/30/2019,9422.462891,9426.874023,9085.370117,9205.726563,9205.726563,27706531577,Bitcoin
10/31/2019,9202.458008,9383.161133,9028.717773,9199.584961,9199.584961,26583653947,Bitcoin
11/1/2019,9193.992188,9275.657227,9132.047852,9261.104492,9261.104492,24324691031,Bitcoin
11/2/2019,9259.783203,9377.486328,9249.587891,9324.717773,9324.717773,21242676385,Bitcoin
11/3/2019,9324.787109,9379.806641,9141.251953,9235.354492,9235.354492,21132220847,Bitcoin
11/4/2019,9235.607422,9505.051758,9191.485352,9412.612305,9412.612305,26170255634,Bitcoin
11/5/2019,9413.004883,9457.417969,9256.931641,9342.527344,9342.527344,26198609048,Bitcoin
11/6/2019,9340.864258,9423.237305,9305.90918,9360.879883,9360.879883,23133895765,Bitcoin
11/7/2019,9352.393555,9368.476563,9202.353516,9267.561523,9267.561523,22700383839,Bitcoin
11/8/2019,9265.368164,9272.759766,8775.53418,8804.880859,8804.880859,24333037836,Bitcoin
11/9/2019,8809.46875,8891.818359,8793.163086,8813.582031,8813.582031,17578630606,Bitcoin
11/10/2019,8812.489258,9103.826172,8806.162109,9055.526367,9055.526367,20587919881,Bitcoin
11/11/2019,9056.917969,9081.279297,8700.608398,8757.788086,8757.788086,20265510765,Bitcoin
11/12/2019,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107,Bitcoin
11/13/2019,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755405,Bitcoin
11/14/2019,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739975,Bitcoin
11/15/2019,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471,Bitcoin
11/16/2019,8491.166016,8591.99707,8473.973633,8550.760742,8550.760742,16495389808,Bitcoin
11/17/2019,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638897,Bitcoin
11/18/2019,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673,Bitcoin
11/19/2019,8305.134766,8408.516602,8099.963379,8206.145508,8206.145508,21083613816,Bitcoin
11/20/2019,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300437,Bitcoin
11/21/2019,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371,Bitcoin
11/22/2019,7643.569336,7697.382813,6936.706543,7296.577637,7296.577637,34242315785,Bitcoin
11/23/2019,7296.164551,7442.258789,7151.417969,7397.796875,7397.796875,21008924418,Bitcoin
11/24/2019,7398.633789,7408.577148,7029.289063,7047.916992,7047.916992,30433517289,Bitcoin
11/25/2019,7039.977051,7319.856934,6617.166992,7146.133789,7146.133789,42685231262,Bitcoin
11/26/2019,7145.15918,7320.230469,7098.572266,7218.371094,7218.371094,21129505542,Bitcoin
11/27/2019,7220.880859,7619.693359,6974.174316,7531.663574,7531.663574,23991412764,Bitcoin
11/28/2019,7536.820313,7730.072754,7454.121582,7463.105957,7463.105957,19050116751,Bitcoin
11/29/2019,7466.727051,7781.179688,7460.756348,7761.243652,7761.243652,19709695456,Bitcoin
11/30/2019,7764.057129,7836.102051,7515.849609,7569.629883,7569.629883,17158194786,Bitcoin
12/1/2019,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479,Bitcoin
12/2/2019,7424.036133,7474.818848,7233.399414,7321.988281,7321.988281,17082040706,Bitcoin
12/3/2019,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769,Bitcoin
12/4/2019,7320.125,7539.784668,7170.922852,7252.034668,7252.034668,21664240918,Bitcoin
12/5/2019,7253.241699,7743.431641,7232.676758,7448.307617,7448.307617,18816085231,Bitcoin
12/6/2019,7450.561523,7546.996582,7392.175293,7546.996582,7546.996582,18104466307,Bitcoin
12/7/2019,7547.265625,7589.95166,7525.711426,7556.237793,7556.237793,15453520564,Bitcoin
12/8/2019,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086,Bitcoin
12/9/2019,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272,Bitcoin
12/10/2019,7397.134277,7424.022949,7246.043945,7278.119629,7278.119629,18249031195,Bitcoin
12/11/2019,7277.197754,7324.15625,7195.527344,7217.427246,7217.427246,16350490689,Bitcoin
12/12/2019,7216.73877,7266.639648,7164.741211,7243.134277,7243.134277,18927080224,Bitcoin
12/13/2019,7244.662109,7293.560547,7227.122559,7269.68457,7269.68457,17125736940,Bitcoin
12/14/2019,7268.902832,7308.836426,7097.208984,7124.673828,7124.673828,17137029730,Bitcoin
12/15/2019,7124.239746,7181.075684,6924.375977,7152.301758,7152.301758,16881129804,Bitcoin
12/16/2019,7153.663086,7171.168945,6903.682617,6932.480469,6932.480469,20213265950,Bitcoin
12/17/2019,6931.31543,6964.075195,6587.974121,6640.515137,6640.515137,22363804217,Bitcoin
12/18/2019,6647.698242,7324.984863,6540.049316,7276.802734,7276.802734,31836522778,Bitcoin
12/19/2019,7277.59082,7346.602539,7041.381836,7202.844238,7202.844238,25904604416,Bitcoin
12/20/2019,7208.636719,7257.921875,7086.124023,7218.816406,7218.816406,22633815180,Bitcoin
12/21/2019,7220.59375,7223.226074,7112.73584,7191.158691,7191.158691,19312552168,Bitcoin
12/22/2019,7191.188477,7518.033203,7167.179199,7511.588867,7511.588867,23134537956,Bitcoin
12/23/2019,7508.902344,7656.17627,7326.192383,7355.628418,7355.628418,27831788041,Bitcoin
12/24/2019,7354.393066,7535.716797,7269.528809,7322.532227,7322.532227,22991622105,Bitcoin
12/25/2019,7325.755859,7357.02002,7220.991211,7275.155762,7275.155762,21559505149,Bitcoin
12/26/2019,7274.799316,7388.302734,7200.386719,7238.966797,7238.966797,22787010034,Bitcoin
12/27/2019,7238.141113,7363.529297,7189.934082,7290.088379,7290.088379,22777360996,Bitcoin
12/28/2019,7289.03125,7399.041016,7286.905273,7317.990234,7317.990234,21365673026,Bitcoin
12/29/2019,7317.647461,7513.948242,7279.865234,7422.652832,7422.652832,22445257702,Bitcoin
12/30/2019,7420.272949,7454.824219,7276.308105,7292.995117,7292.995117,22874131672,Bitcoin
12/31/2019,7294.438965,7335.290039,7169.777832,7193.599121,7193.599121,21167946112,Bitcoin
1/1/2020,7194.89209,7254.330566,7174.944336,7200.174316,7200.174316,18565664997,Bitcoin
1/2/2020,7202.55127,7212.155273,6935.27002,6985.470215,6985.470215,20802083465,Bitcoin
1/3/2020,6984.428711,7413.715332,6914.996094,7344.884277,7344.884277,28111481032,Bitcoin
1/4/2020,7345.375488,7427.385742,7309.51416,7410.656738,7410.656738,18444271275,Bitcoin
1/5/2020,7410.45166,7544.49707,7400.535645,7411.317383,7411.317383,19725074095,Bitcoin
1/6/2020,7410.452148,7781.867188,7409.292969,7769.219238,7769.219238,23276261598,Bitcoin
1/7/2020,7768.682129,8178.21582,7768.227539,8163.692383,8163.692383,28767291327,Bitcoin
1/8/2020,8161.935547,8396.738281,7956.774414,8079.862793,8079.862793,31672559265,Bitcoin
1/9/2020,8082.295898,8082.295898,7842.403809,7879.071289,7879.071289,24045990466,Bitcoin
1/10/2020,7878.307617,8166.554199,7726.774902,8166.554199,8166.554199,28714583844,Bitcoin
1/11/2020,8162.190918,8218.359375,8029.64209,8037.537598,8037.537598,25521165085,Bitcoin
1/12/2020,8033.261719,8200.063477,8009.059082,8192.494141,8192.494141,22903438381,Bitcoin
1/13/2020,8189.771973,8197.788086,8079.700684,8144.194336,8144.194336,22482910688,Bitcoin
1/14/2020,8140.933105,8879.511719,8140.933105,8827.764648,8827.764648,44841784107,Bitcoin
1/15/2020,8825.34375,8890.117188,8657.1875,8807.010742,8807.010742,40102834650,Bitcoin
1/16/2020,8812.481445,8846.460938,8612.095703,8723.786133,8723.786133,31313981931,Bitcoin
1/17/2020,8725.209961,8958.12207,8677.316406,8929.038086,8929.038086,36372139320,Bitcoin
1/18/2020,8927.211914,9012.198242,8827.332031,8942.808594,8942.808594,32337772627,Bitcoin
1/19/2020,8941.445313,9164.362305,8620.080078,8706.245117,8706.245117,34217320471,Bitcoin
1/20/2020,8704.631836,8745.59082,8560.473633,8657.642578,8657.642578,26422375678,Bitcoin
1/21/2020,8658.991211,8755.706055,8544.520508,8745.894531,8745.894531,24097418512,Bitcoin
1/22/2020,8744.210938,8792.994141,8636.74707,8680.875977,8680.875977,22600204051,Bitcoin
1/23/2020,8680.650391,8687.74707,8333.637695,8406.515625,8406.515625,25770680779,Bitcoin
1/24/2020,8405.567383,8514.666992,8266.84082,8445.43457,8445.43457,24397913026,Bitcoin
1/25/2020,8440.119141,8458.453125,8296.21875,8367.847656,8367.847656,19647331549,Bitcoin
1/26/2020,8364.410156,8602.401367,8325.498047,8596.830078,8596.830078,22177678796,Bitcoin
1/27/2020,8597.308594,8977.726563,8597.308594,8909.819336,8909.819336,28647338393,Bitcoin
1/28/2020,8912.524414,9358.589844,8908.447266,9358.589844,9358.589844,34398744403,Bitcoin
1/29/2020,9357.470703,9406.431641,9269.467773,9316.629883,9316.629883,30682598115,Bitcoin
1/30/2020,9316.016602,9553.125977,9230.897461,9508.993164,9508.993164,32378792851,Bitcoin
1/31/2020,9508.313477,9521.706055,9230.776367,9350.529297,9350.529297,29432489719,Bitcoin
2/1/2020,9346.357422,9439.323242,9313.239258,9392.875,9392.875,25922656496,Bitcoin
2/2/2020,9389.820313,9468.797852,9217.824219,9344.365234,9344.365234,30835736946,Bitcoin
2/3/2020,9344.683594,9540.37207,9248.633789,9293.521484,9293.521484,30934096509,Bitcoin
2/4/2020,9292.841797,9331.265625,9112.811523,9180.962891,9180.962891,29893183716,Bitcoin
2/5/2020,9183.416016,9701.299805,9163.704102,9613.423828,9613.423828,35222060874,Bitcoin
2/6/2020,9617.821289,9824.619141,9539.818359,9729.801758,9729.801758,37628823716,Bitcoin
2/7/2020,9726.00293,9834.716797,9726.00293,9795.943359,9795.943359,34522718159,Bitcoin
2/8/2020,9793.070313,9876.749023,9678.910156,9865.119141,9865.119141,35172043762,Bitcoin
2/9/2020,9863.894531,10129.43555,9850.392578,10116.67383,10116.67383,35807884663,Bitcoin
2/10/2020,10115.55957,10165.76563,9784.563477,9856.611328,9856.611328,39386548075,Bitcoin
2/11/2020,9855.891602,10210.05273,9729.334961,10208.23633,10208.23633,37648059389,Bitcoin
2/12/2020,10202.3877,10393.61133,10202.3877,10326.05469,10326.05469,43444303830,Bitcoin
2/13/2020,10323.96094,10457.62695,10116.16113,10214.37988,10214.37988,49356071373,Bitcoin
2/14/2020,10211.55078,10321.99609,10125.53418,10312.11621,10312.11621,43338264162,Bitcoin
2/15/2020,10313.85645,10341.55566,9874.427734,9889.424805,9889.424805,43865054831,Bitcoin
2/16/2020,9889.179688,10053.96875,9722.386719,9934.433594,9934.433594,43374780305,Bitcoin
2/17/2020,9936.560547,9938.81543,9507.637695,9690.142578,9690.142578,45998298413,Bitcoin
2/18/2020,9691.230469,10161.93555,9632.382813,10141.99609,10141.99609,47271023953,Bitcoin
2/19/2020,10143.79883,10191.67578,9611.223633,9633.386719,9633.386719,46992019710,Bitcoin
2/20/2020,9629.325195,9643.216797,9507.900391,9608.475586,9608.475586,44925260237,Bitcoin
2/21/2020,9611.782227,9723.014648,9589.743164,9686.441406,9686.441406,40930547513,Bitcoin
2/22/2020,9687.707031,9698.231445,9600.728516,9663.181641,9663.181641,35838025154,Bitcoin
2/23/2020,9663.318359,9937.404297,9657.791016,9924.515625,9924.515625,41185185761,Bitcoin
2/24/2020,9921.583008,9951.746094,9537.042969,9650.174805,9650.174805,45080496648,Bitcoin
2/25/2020,9651.3125,9652.737305,9305.021484,9341.705078,9341.705078,42515259129,Bitcoin
2/26/2020,9338.290039,9354.77832,8704.426758,8820.522461,8820.522461,50420050762,Bitcoin
2/27/2020,8825.09375,8932.892578,8577.199219,8784.494141,8784.494141,45470195695,Bitcoin
2/28/2020,8788.728516,8890.456055,8492.932617,8672.455078,8672.455078,44605450443,Bitcoin
2/29/2020,8671.212891,8775.631836,8599.508789,8599.508789,8599.508789,35792392544,Bitcoin
3/1/2020,8599.758789,8726.796875,8471.212891,8562.454102,8562.454102,35349164300,Bitcoin
3/2/2020,8563.264648,8921.308594,8532.630859,8869.669922,8869.669922,42857674409,Bitcoin
3/3/2020,8865.387695,8901.598633,8704.990234,8787.786133,8787.786133,42386715821,Bitcoin
3/4/2020,8788.541992,8843.366211,8712.431641,8755.246094,8755.246094,34746706368,Bitcoin
3/5/2020,8760.285156,9142.054688,8757.253906,9078.762695,9078.762695,39698054597,Bitcoin
3/6/2020,9078.308594,9167.695313,9032.079102,9122.545898,9122.545898,40826885651,Bitcoin
3/7/2020,9121.600586,9163.220703,8890.744141,8909.954102,8909.954102,36216930370,Bitcoin
3/8/2020,8908.206055,8914.34375,8105.25293,8108.116211,8108.116211,39973102121,Bitcoin
3/9/2020,8111.146484,8177.793457,7690.098145,7923.644531,7923.644531,46936995808,Bitcoin
3/10/2020,7922.146973,8136.945313,7814.763184,7909.729492,7909.729492,42213940994,Bitcoin
3/11/2020,7910.089844,7950.814453,7642.8125,7911.430176,7911.430176,38682762605,Bitcoin
3/12/2020,7913.616211,7929.116211,4860.354004,4970.788086,4970.788086,53980357243,Bitcoin
3/13/2020,5017.831055,5838.114746,4106.980957,5563.707031,5563.707031,74156772075,Bitcoin
3/14/2020,5573.077637,5625.226563,5125.069336,5200.366211,5200.366211,36154506008,Bitcoin
3/15/2020,5201.066895,5836.64502,5169.283203,5392.314941,5392.314941,33997889639,Bitcoin
3/16/2020,5385.229492,5385.229492,4575.35791,5014.47998,5014.47998,45368026430,Bitcoin
3/17/2020,5002.578125,5371.348633,4981.90918,5225.629395,5225.629395,38622642935,Bitcoin
3/18/2020,5227.11377,5331.833984,5069.335938,5238.438477,5238.438477,37878801016,Bitcoin
3/19/2020,5245.416504,6329.73584,5236.96875,6191.192871,6191.192871,51000731797,Bitcoin
3/20/2020,6191.653809,6844.261719,5865.781738,6198.77832,6198.77832,54442976103,Bitcoin
3/21/2020,6206.521484,6378.135254,5932.823242,6185.066406,6185.066406,42494390880,Bitcoin
3/22/2020,6185.558105,6359.697266,5823.713867,5830.254883,5830.254883,40099664740,Bitcoin
3/23/2020,5831.374512,6443.93457,5785.004395,6416.314941,6416.314941,46491916000,Bitcoin
3/24/2020,6436.642578,6789.022949,6411.066406,6734.803711,6734.803711,48221910672,Bitcoin
3/25/2020,6738.716797,6892.51123,6536.92627,6681.062988,6681.062988,44590107888,Bitcoin
3/26/2020,6675.170898,6735.463867,6590.962891,6716.44043,6716.44043,35319797642,Bitcoin
3/27/2020,6719.38916,6793.836426,6466.70166,6469.79834,6469.79834,34585598367,Bitcoin
3/28/2020,6467.253906,6467.500977,6117.837891,6242.193848,6242.193848,34885225901,Bitcoin
3/29/2020,6245.624512,6250.467285,5920.085938,5922.042969,5922.042969,28373690931,Bitcoin
3/30/2020,5925.538574,6517.195801,5903.234375,6429.841797,6429.841797,37101651525,Bitcoin
3/31/2020,6430.606445,6504.515137,6374.162109,6438.644531,6438.644531,32786468812,Bitcoin
4/1/2020,6437.319336,6612.57373,6202.373535,6606.776367,6606.776367,40346426266,Bitcoin
4/2/2020,6606.776367,7088.247559,6595.918457,6793.624512,6793.624512,47660646124,Bitcoin
